G;A;L;V
weiblich;70 bis unter 75 Jahre;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;203
weiblich;70 bis unter 75 Jahre;Chronische Polyarthritis und Arthrose;42
weiblich;70 bis unter 75 Jahre;Krankheiten des Urogenitalsystems;523
weiblich;70 bis unter 75 Jahre;Krankheiten der Niere;364
weiblich;70 bis unter 75 Jahre;Schwangerschaft, Geburt und Wochenbett;0
weiblich;70 bis unter 75 Jahre;Best.Zustände mit Ursprung in der Perinatalperiode;4
weiblich;70 bis unter 75 Jahre;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;36
weiblich;70 bis unter 75 Jahre;Angeborene Fehlbildungen des Nervensystems;2
weiblich;70 bis unter 75 Jahre;Angeborene Fehlbildungen des Kreislaufsystems;13
weiblich;70 bis unter 75 Jahre;Symptome und abnorme klinische und Laborbefunde;1182
weiblich;70 bis unter 75 Jahre;Plötzlicher Kindstod;0
weiblich;70 bis unter 75 Jahre;Sonst. ungenau bezeichnete u. unbek. Todesursachen;1134
weiblich;70 bis unter 75 Jahre;Äußere Ursachen von Morbidität und Mortalität;847
weiblich;70 bis unter 75 Jahre;Unfälle einschließlich Spätfolgen;630
weiblich;70 bis unter 75 Jahre;Transportmittelunfälle;52
weiblich;70 bis unter 75 Jahre;Stürze;324
weiblich;70 bis unter 75 Jahre;Ertrinken und Untergehen;13
weiblich;70 bis unter 75 Jahre;Exposition gegenüber Rauch, Feuer und Flammen;9
weiblich;70 bis unter 75 Jahre;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);11
weiblich;70 bis unter 75 Jahre;Vorsätzliche Selbstbeschädigung;160
weiblich;70 bis unter 75 Jahre;Tätlicher Angriff;9
weiblich;70 bis unter 75 Jahre;Ereignis, dessen nähere Umstände unbestimmt sind;47
weiblich;75 bis unter 80 Jahre;Insgesamt;55041
weiblich;75 bis unter 80 Jahre;Bestimmte infektiöse und parasitäre Krankheiten;1013
weiblich;75 bis unter 80 Jahre;Tuberkulose einschließlich ihrer Folgezustände;19
weiblich;75 bis unter 80 Jahre;Meningokokkeninfektion;0
weiblich;75 bis unter 80 Jahre;Virushepatitis;34
weiblich;75 bis unter 80 Jahre;HIV-Krankheit;0
weiblich;75 bis unter 80 Jahre;Neubildungen;18122
weiblich;75 bis unter 80 Jahre;Bösartige Neubildungen (BN);17573
weiblich;75 bis unter 80 Jahre;BN der Lippe, der Mundhöhle und des Pharynx;198
weiblich;75 bis unter 80 Jahre;BN des Ösophagus;242
weiblich;75 bis unter 80 Jahre;BN des Magens;543
weiblich;75 bis unter 80 Jahre;BN des Dickdarms;1158
weiblich;75 bis unter 80 Jahre;BN des Rektums, des Anus und am Rektosigmoid;525
weiblich;75 bis unter 80 Jahre;BN der Leber, der Gallenwege und des Pankreas;2743
weiblich;75 bis unter 80 Jahre;BN der Leber und der intrahepatischen Gallengänge;481
weiblich;75 bis unter 80 Jahre;BN des Pankreas;1889
weiblich;75 bis unter 80 Jahre;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;2848
weiblich;75 bis unter 80 Jahre;BN der Bronchien und der Lunge;2806
weiblich;75 bis unter 80 Jahre;Melanom und sonstige bösartige Neubild. der Haut;243
weiblich;75 bis unter 80 Jahre;Bösartiges Melanom der Haut;203
weiblich;75 bis unter 80 Jahre;BN der Brustdrüse;2802
weiblich;75 bis unter 80 Jahre;BN der Genital- und Harnorgane;2761
weiblich;75 bis unter 80 Jahre;BN der Cervix uteri;160
weiblich;75 bis unter 80 Jahre;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;483
weiblich;75 bis unter 80 Jahre;BN des Ovars;962
weiblich;75 bis unter 80 Jahre;BN der Prostata;0
weiblich;75 bis unter 80 Jahre;BN der Niere, ausgenommen Nierenbecken;344
weiblich;75 bis unter 80 Jahre;BN der Harnblase;276
weiblich;75 bis unter 80 Jahre;BN d. lymphat., blutbild. u. verwandten Gewebes;1714
weiblich;75 bis unter 80 Jahre;Leukämie;690
weiblich;75 bis unter 80 Jahre;Gutartige Neubildungen;85
weiblich;75 bis unter 80 Jahre;Krankheiten des Blutes u. der blutbildenden Organe;261
weiblich;75 bis unter 80 Jahre;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;1901
weiblich;75 bis unter 80 Jahre;Diabetes mellitus;1329
weiblich;75 bis unter 80 Jahre;Psychische und Verhaltensstörungen;2710
weiblich;75 bis unter 80 Jahre;Psychische und Verhaltensstörungen durch Alkohol;133
weiblich;75 bis unter 80 Jahre;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;7
weiblich;75 bis unter 80 Jahre;Krankheiten d. Nervensystems u. d. Sinnesorgane;2592
weiblich;75 bis unter 80 Jahre;Meningitis;8
weiblich;75 bis unter 80 Jahre;Krankheiten des Kreislaufsystems;16145
weiblich;75 bis unter 80 Jahre;Hypertonie (Hochdruckkrankheit);1878
weiblich;75 bis unter 80 Jahre;Ischämische Herzkrankheiten;5053
weiblich;75 bis unter 80 Jahre;Akuter oder rezidivierender Myokardinfarkt;2235
weiblich;75 bis unter 80 Jahre;Sonstige Formen der Herzkrankheit;3336
weiblich;75 bis unter 80 Jahre;Sonstige Krankheiten des Endokards;689
weiblich;75 bis unter 80 Jahre;Zerebrovaskuläre Krankheiten;3438
weiblich;75 bis unter 80 Jahre;Schlaganfall, nicht als Blutung oder Infarkt bez.;534
weiblich;75 bis unter 80 Jahre;Krankheiten der Arterien, Arteriolen und Kapillare;686
weiblich;75 bis unter 80 Jahre;Krankheiten des Atmungssystems;4287
weiblich;75 bis unter 80 Jahre;Grippe;88
weiblich;75 bis unter 80 Jahre;Pneumonie;843
weiblich;75 bis unter 80 Jahre;Chronische Krankheiten der unteren Atemwege;2702
weiblich;75 bis unter 80 Jahre;Asthma;90
weiblich;75 bis unter 80 Jahre;Krankheiten des Verdauungssystems;2426
weiblich;75 bis unter 80 Jahre;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;163
weiblich;75 bis unter 80 Jahre;Krankheiten der Leber;756
weiblich;75 bis unter 80 Jahre;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;604
weiblich;75 bis unter 80 Jahre;Krankheiten der Haut und der Unterhaut;123
weiblich;75 bis unter 80 Jahre;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;440
weiblich;75 bis unter 80 Jahre;Chronische Polyarthritis und Arthrose;134
weiblich;75 bis unter 80 Jahre;Krankheiten des Urogenitalsystems;1362
weiblich;75 bis unter 80 Jahre;Krankheiten der Niere;945
weiblich;75 bis unter 80 Jahre;Schwangerschaft, Geburt und Wochenbett;0
weiblich;75 bis unter 80 Jahre;Best.Zustände mit Ursprung in der Perinatalperiode;1
weiblich;75 bis unter 80 Jahre;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;42
weiblich;75 bis unter 80 Jahre;Angeborene Fehlbildungen des Nervensystems;5
weiblich;75 bis unter 80 Jahre;Angeborene Fehlbildungen des Kreislaufsystems;16
weiblich;75 bis unter 80 Jahre;Symptome und abnorme klinische und Laborbefunde;1842
weiblich;75 bis unter 80 Jahre;Plötzlicher Kindstod;0
weiblich;75 bis unter 80 Jahre;Sonst. ungenau bezeichnete u. unbek. Todesursachen;1693
weiblich;75 bis unter 80 Jahre;Äußere Ursachen von Morbidität und Mortalität;1774
weiblich;75 bis unter 80 Jahre;Unfälle einschließlich Spätfolgen;1485
weiblich;75 bis unter 80 Jahre;Transportmittelunfälle;109
weiblich;75 bis unter 80 Jahre;Stürze;847
weiblich;75 bis unter 80 Jahre;Ertrinken und Untergehen;22
weiblich;75 bis unter 80 Jahre;Exposition gegenüber Rauch, Feuer und Flammen;10
weiblich;75 bis unter 80 Jahre;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);27
weiblich;75 bis unter 80 Jahre;Vorsätzliche Selbstbeschädigung;200
weiblich;75 bis unter 80 Jahre;Tätlicher Angriff;10
weiblich;75 bis unter 80 Jahre;Ereignis, dessen nähere Umstände unbestimmt sind;74
weiblich;80 bis unter 85 Jahre;Insgesamt;88671
weiblich;80 bis unter 85 Jahre;Bestimmte infektiöse und parasitäre Krankheiten;1739
weiblich;80 bis unter 85 Jahre;Tuberkulose einschließlich ihrer Folgezustände;26
weiblich;80 bis unter 85 Jahre;Meningokokkeninfektion;0
weiblich;80 bis unter 85 Jahre;Virushepatitis;44
weiblich;80 bis unter 85 Jahre;HIV-Krankheit;2
weiblich;80 bis unter 85 Jahre;Neubildungen;20922
weiblich;80 bis unter 85 Jahre;Bösartige Neubildungen (BN);19998
weiblich;80 bis unter 85 Jahre;BN der Lippe, der Mundhöhle und des Pharynx;216
weiblich;80 bis unter 85 Jahre;BN des Ösophagus;231
weiblich;80 bis unter 85 Jahre;BN des Magens;686
weiblich;80 bis unter 85 Jahre;BN des Dickdarms;1671
weiblich;80 bis unter 85 Jahre;BN des Rektums, des Anus und am Rektosigmoid;634
weiblich;80 bis unter 85 Jahre;BN der Leber, der Gallenwege und des Pankreas;3062
weiblich;80 bis unter 85 Jahre;BN der Leber und der intrahepatischen Gallengänge;554
weiblich;80 bis unter 85 Jahre;BN des Pankreas;2089
weiblich;80 bis unter 85 Jahre;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;2317
weiblich;80 bis unter 85 Jahre;BN der Bronchien und der Lunge;2285
weiblich;80 bis unter 85 Jahre;Melanom und sonstige bösartige Neubild. der Haut;299
weiblich;80 bis unter 85 Jahre;Bösartiges Melanom der Haut;224
weiblich;80 bis unter 85 Jahre;BN der Brustdrüse;3271
weiblich;80 bis unter 85 Jahre;BN der Genital- und Harnorgane;3230
weiblich;80 bis unter 85 Jahre;BN der Cervix uteri;166
weiblich;80 bis unter 85 Jahre;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;535
weiblich;80 bis unter 85 Jahre;BN des Ovars;959
weiblich;80 bis unter 85 Jahre;BN der Prostata;0
weiblich;80 bis unter 85 Jahre;BN der Niere, ausgenommen Nierenbecken;458
weiblich;80 bis unter 85 Jahre;BN der Harnblase;438
weiblich;80 bis unter 85 Jahre;BN d. lymphat., blutbild. u. verwandten Gewebes;2228
weiblich;80 bis unter 85 Jahre;Leukämie;868
weiblich;80 bis unter 85 Jahre;Gutartige Neubildungen;104
weiblich;80 bis unter 85 Jahre;Krankheiten des Blutes u. der blutbildenden Organe;419
weiblich;80 bis unter 85 Jahre;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;3643
weiblich;80 bis unter 85 Jahre;Diabetes mellitus;2778
weiblich;80 bis unter 85 Jahre;Psychische und Verhaltensstörungen;6340
weiblich;80 bis unter 85 Jahre;Psychische und Verhaltensstörungen durch Alkohol;84
weiblich;80 bis unter 85 Jahre;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;3
weiblich;80 bis unter 85 Jahre;Krankheiten d. Nervensystems u. d. Sinnesorgane;3865
weiblich;80 bis unter 85 Jahre;Meningitis;14
weiblich;80 bis unter 85 Jahre;Krankheiten des Kreislaufsystems;33239
weiblich;80 bis unter 85 Jahre;Hypertonie (Hochdruckkrankheit);4633
weiblich;80 bis unter 85 Jahre;Ischämische Herzkrankheiten;9975
weiblich;80 bis unter 85 Jahre;Akuter oder rezidivierender Myokardinfarkt;3765
weiblich;80 bis unter 85 Jahre;Sonstige Formen der Herzkrankheit;7544
weiblich;80 bis unter 85 Jahre;Sonstige Krankheiten des Endokards;1674
weiblich;80 bis unter 85 Jahre;Zerebrovaskuläre Krankheiten;6441
weiblich;80 bis unter 85 Jahre;Schlaganfall, nicht als Blutung oder Infarkt bez.;1242
weiblich;80 bis unter 85 Jahre;Krankheiten der Arterien, Arteriolen und Kapillare;1120
weiblich;80 bis unter 85 Jahre;Krankheiten des Atmungssystems;5956
weiblich;80 bis unter 85 Jahre;Grippe;121
weiblich;80 bis unter 85 Jahre;Pneumonie;1730
weiblich;80 bis unter 85 Jahre;Chronische Krankheiten der unteren Atemwege;3061
weiblich;80 bis unter 85 Jahre;Asthma;110
weiblich;80 bis unter 85 Jahre;Krankheiten des Verdauungssystems;3566
weiblich;80 bis unter 85 Jahre;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;245
weiblich;80 bis unter 85 Jahre;Krankheiten der Leber;754
weiblich;80 bis unter 85 Jahre;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;595
weiblich;80 bis unter 85 Jahre;Krankheiten der Haut und der Unterhaut;223
weiblich;80 bis unter 85 Jahre;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;683
weiblich;80 bis unter 85 Jahre;Chronische Polyarthritis und Arthrose;200
weiblich;80 bis unter 85 Jahre;Krankheiten des Urogenitalsystems;2696
weiblich;80 bis unter 85 Jahre;Krankheiten der Niere;1956
weiblich;80 bis unter 85 Jahre;Schwangerschaft, Geburt und Wochenbett;0
weiblich;80 bis unter 85 Jahre;Best.Zustände mit Ursprung in der Perinatalperiode;2
weiblich;80 bis unter 85 Jahre;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;40
weiblich;80 bis unter 85 Jahre;Angeborene Fehlbildungen des Nervensystems;1
weiblich;80 bis unter 85 Jahre;Angeborene Fehlbildungen des Kreislaufsystems;19
weiblich;80 bis unter 85 Jahre;Symptome und abnorme klinische und Laborbefunde;2425
weiblich;80 bis unter 85 Jahre;Plötzlicher Kindstod;0
weiblich;80 bis unter 85 Jahre;Sonst. ungenau bezeichnete u. unbek. Todesursachen;2158
weiblich;80 bis unter 85 Jahre;Äußere Ursachen von Morbidität und Mortalität;2913
weiblich;80 bis unter 85 Jahre;Unfälle einschließlich Spätfolgen;2575
weiblich;80 bis unter 85 Jahre;Transportmittelunfälle;105
weiblich;80 bis unter 85 Jahre;Stürze;1671
weiblich;80 bis unter 85 Jahre;Ertrinken und Untergehen;24
weiblich;80 bis unter 85 Jahre;Exposition gegenüber Rauch, Feuer und Flammen;20
weiblich;80 bis unter 85 Jahre;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);18
weiblich;80 bis unter 85 Jahre;Vorsätzliche Selbstbeschädigung;197
weiblich;80 bis unter 85 Jahre;Tätlicher Angriff;6
weiblich;80 bis unter 85 Jahre;Ereignis, dessen nähere Umstände unbestimmt sind;132
weiblich;85 Jahre und mehr;Insgesamt;228796
weiblich;85 Jahre und mehr;Bestimmte infektiöse und parasitäre Krankheiten;4024
weiblich;85 Jahre und mehr;Tuberkulose einschließlich ihrer Folgezustände;34
weiblich;85 Jahre und mehr;Meningokokkeninfektion;1
weiblich;85 Jahre und mehr;Virushepatitis;56
weiblich;85 Jahre und mehr;HIV-Krankheit;2
weiblich;85 Jahre und mehr;Neubildungen;25526
weiblich;85 Jahre und mehr;Bösartige Neubildungen (BN);23585
weiblich;85 Jahre und mehr;BN der Lippe, der Mundhöhle und des Pharynx;258
weiblich;85 Jahre und mehr;BN des Ösophagus;231
weiblich;85 Jahre und mehr;BN des Magens;921
weiblich;85 Jahre und mehr;BN des Dickdarms;2546
weiblich;85 Jahre und mehr;BN des Rektums, des Anus und am Rektosigmoid;972
weiblich;85 Jahre und mehr;BN der Leber, der Gallenwege und des Pankreas;3089
weiblich;85 Jahre und mehr;BN der Leber und der intrahepatischen Gallengänge;511
weiblich;85 Jahre und mehr;BN des Pankreas;2041
weiblich;85 Jahre und mehr;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;1906
weiblich;85 Jahre und mehr;BN der Bronchien und der Lunge;1885
weiblich;85 Jahre und mehr;Melanom und sonstige bösartige Neubild. der Haut;584
weiblich;85 Jahre und mehr;Bösartiges Melanom der Haut;318
weiblich;85 Jahre und mehr;BN der Brustdrüse;4132
weiblich;85 Jahre und mehr;BN der Genital- und Harnorgane;3652
weiblich;85 Jahre und mehr;BN der Cervix uteri;158
weiblich;85 Jahre und mehr;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;528
weiblich;85 Jahre und mehr;BN des Ovars;816
weiblich;85 Jahre und mehr;BN der Prostata;0
weiblich;85 Jahre und mehr;BN der Niere, ausgenommen Nierenbecken;621
weiblich;85 Jahre und mehr;BN der Harnblase;684
weiblich;85 Jahre und mehr;BN d. lymphat., blutbild. u. verwandten Gewebes;2325
weiblich;85 Jahre und mehr;Leukämie;1036
weiblich;85 Jahre und mehr;Gutartige Neubildungen;179
weiblich;85 Jahre und mehr;Krankheiten des Blutes u. der blutbildenden Organe;1093
weiblich;85 Jahre und mehr;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;9849
weiblich;85 Jahre und mehr;Diabetes mellitus;6713
weiblich;85 Jahre und mehr;Psychische und Verhaltensstörungen;24772
weiblich;85 Jahre und mehr;Psychische und Verhaltensstörungen durch Alkohol;83
weiblich;85 Jahre und mehr;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;9
weiblich;85 Jahre und mehr;Krankheiten d. Nervensystems u. d. Sinnesorgane;6681
weiblich;85 Jahre und mehr;Meningitis;7
weiblich;85 Jahre und mehr;Krankheiten des Kreislaufsystems;111422
weiblich;85 Jahre und mehr;Hypertonie (Hochdruckkrankheit);21193
weiblich;85 Jahre und mehr;Ischämische Herzkrankheiten;31539
weiblich;85 Jahre und mehr;Akuter oder rezidivierender Myokardinfarkt;8994
weiblich;85 Jahre und mehr;Sonstige Formen der Herzkrankheit;29133
weiblich;85 Jahre und mehr;Sonstige Krankheiten des Endokards;5711
weiblich;85 Jahre und mehr;Zerebrovaskuläre Krankheiten;16511
weiblich;85 Jahre und mehr;Schlaganfall, nicht als Blutung oder Infarkt bez.;4340
weiblich;85 Jahre und mehr;Krankheiten der Arterien, Arteriolen und Kapillare;3060
weiblich;85 Jahre und mehr;Krankheiten des Atmungssystems;13335
weiblich;85 Jahre und mehr;Grippe;333
weiblich;85 Jahre und mehr;Pneumonie;5533
weiblich;85 Jahre und mehr;Chronische Krankheiten der unteren Atemwege;5158
weiblich;85 Jahre und mehr;Asthma;278
weiblich;85 Jahre und mehr;Krankheiten des Verdauungssystems;7722
weiblich;85 Jahre und mehr;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;621
weiblich;85 Jahre und mehr;Krankheiten der Leber;651
weiblich;85 Jahre und mehr;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;428
weiblich;85 Jahre und mehr;Krankheiten der Haut und der Unterhaut;493
weiblich;85 Jahre und mehr;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;1562
weiblich;85 Jahre und mehr;Chronische Polyarthritis und Arthrose;484
weiblich;85 Jahre und mehr;Krankheiten des Urogenitalsystems;8307
weiblich;85 Jahre und mehr;Krankheiten der Niere;6391
weiblich;85 Jahre und mehr;Schwangerschaft, Geburt und Wochenbett;0
weiblich;85 Jahre und mehr;Best.Zustände mit Ursprung in der Perinatalperiode;5
weiblich;85 Jahre und mehr;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;62
weiblich;85 Jahre und mehr;Angeborene Fehlbildungen des Nervensystems;5
weiblich;85 Jahre und mehr;Angeborene Fehlbildungen des Kreislaufsystems;29
weiblich;85 Jahre und mehr;Symptome und abnorme klinische und Laborbefunde;5858
weiblich;85 Jahre und mehr;Plötzlicher Kindstod;0
weiblich;85 Jahre und mehr;Sonst. ungenau bezeichnete u. unbek. Todesursachen;3682
weiblich;85 Jahre und mehr;Äußere Ursachen von Morbidität und Mortalität;8085
weiblich;85 Jahre und mehr;Unfälle einschließlich Spätfolgen;7450
weiblich;85 Jahre und mehr;Transportmittelunfälle;90
weiblich;85 Jahre und mehr;Stürze;5347
weiblich;85 Jahre und mehr;Ertrinken und Untergehen;15
weiblich;85 Jahre und mehr;Exposition gegenüber Rauch, Feuer und Flammen;21
weiblich;85 Jahre und mehr;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);44
weiblich;85 Jahre und mehr;Vorsätzliche Selbstbeschädigung;192
weiblich;85 Jahre und mehr;Tätlicher Angriff;11
weiblich;85 Jahre und mehr;Ereignis, dessen nähere Umstände unbestimmt sind;399
weiblich;Alter unbekannt;Insgesamt;0
weiblich;Alter unbekannt;Bestimmte infektiöse und parasitäre Krankheiten;0
weiblich;Alter unbekannt;Tuberkulose einschließlich ihrer Folgezustände;0
weiblich;Alter unbekannt;Meningokokkeninfektion;0
weiblich;Alter unbekannt;Virushepatitis;0
weiblich;Alter unbekannt;HIV-Krankheit;0
weiblich;Alter unbekannt;Neubildungen;0
weiblich;Alter unbekannt;Bösartige Neubildungen (BN);0
weiblich;Alter unbekannt;BN der Lippe, der Mundhöhle und des Pharynx;0
weiblich;Alter unbekannt;BN des Ösophagus;0
weiblich;Alter unbekannt;BN des Magens;0
weiblich;Alter unbekannt;BN des Dickdarms;0
weiblich;Alter unbekannt;BN des Rektums, des Anus und am Rektosigmoid;0
weiblich;Alter unbekannt;BN der Leber, der Gallenwege und des Pankreas;0
weiblich;Alter unbekannt;BN der Leber und der intrahepatischen Gallengänge;0
weiblich;Alter unbekannt;BN des Pankreas;0
weiblich;Alter unbekannt;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;0
weiblich;Alter unbekannt;BN der Bronchien und der Lunge;0
weiblich;Alter unbekannt;Melanom und sonstige bösartige Neubild. der Haut;0
weiblich;Alter unbekannt;Bösartiges Melanom der Haut;0
weiblich;Alter unbekannt;BN der Brustdrüse;0
weiblich;Alter unbekannt;BN der Genital- und Harnorgane;0
weiblich;Alter unbekannt;BN der Cervix uteri;0
weiblich;Alter unbekannt;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;0
weiblich;Alter unbekannt;BN des Ovars;0
weiblich;Alter unbekannt;BN der Prostata;0
weiblich;Alter unbekannt;BN der Niere, ausgenommen Nierenbecken;0
weiblich;Alter unbekannt;BN der Harnblase;0
weiblich;Alter unbekannt;BN d. lymphat., blutbild. u. verwandten Gewebes;0
weiblich;Alter unbekannt;Leukämie;0
weiblich;Alter unbekannt;Gutartige Neubildungen;0
weiblich;Alter unbekannt;Krankheiten des Blutes u. der blutbildenden Organe;0
weiblich;Alter unbekannt;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;0
weiblich;Alter unbekannt;Diabetes mellitus;0
weiblich;Alter unbekannt;Psychische und Verhaltensstörungen;0
weiblich;Alter unbekannt;Psychische und Verhaltensstörungen durch Alkohol;0
weiblich;Alter unbekannt;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;0
weiblich;Alter unbekannt;Krankheiten d. Nervensystems u. d. Sinnesorgane;0
weiblich;Alter unbekannt;Meningitis;0
weiblich;Alter unbekannt;Krankheiten des Kreislaufsystems;0
weiblich;Alter unbekannt;Hypertonie (Hochdruckkrankheit);0
weiblich;Alter unbekannt;Ischämische Herzkrankheiten;0
weiblich;Alter unbekannt;Akuter oder rezidivierender Myokardinfarkt;0
weiblich;Alter unbekannt;Sonstige Formen der Herzkrankheit;0
weiblich;Alter unbekannt;Sonstige Krankheiten des Endokards;0
weiblich;Alter unbekannt;Zerebrovaskuläre Krankheiten;0
weiblich;Alter unbekannt;Schlaganfall, nicht als Blutung oder Infarkt bez.;0
